provincia,estado,bajas,mes,anio,fecha
Santo Domingo,baja voluntaria,2586,7,2023,2023-07-01
Distrito Nacional,baja forzada,198,8,2023,2023-08-01
Distrito Nacional,baja voluntaria,366,8,2023,2023-08-01
El Seibo,baja forzada,34,8,2023,2023-08-01
El Seibo,baja voluntaria,134,8,2023,2023-08-01
La Altagracia,baja forzada,34,8,2023,2023-08-01
La Altagracia,baja voluntaria,215,8,2023,2023-08-01
La Romana,baja forzada,77,8,2023,2023-08-01
La Romana,baja voluntaria,244,8,2023,2023-08-01
Monte Plata,baja forzada,34,8,2023,2023-08-01
Monte Plata,baja voluntaria,116,8,2023,2023-08-01
San Pedro de Macorís,baja forzada,91,8,2023,2023-08-01
San Pedro de Macorís,baja voluntaria,284,8,2023,2023-08-01
Santo Domingo,baja forzada,762,8,2023,2023-08-01
Santo Domingo,baja voluntaria,2572,8,2023,2023-08-01
Distrito Nacional,baja forzada,187,9,2023,2023-09-01
Distrito Nacional,baja voluntaria,391,9,2023,2023-09-01
El Seibo,baja forzada,42,9,2023,2023-09-01
El Seibo,baja voluntaria,155,9,2023,2023-09-01
La Altagracia,baja forzada,40,9,2023,2023-09-01
La Altagracia,baja voluntaria,272,9,2023,2023-09-01
La Romana,baja forzada,80,9,2023,2023-09-01
La Romana,baja voluntaria,254,9,2023,2023-09-01
Monte Plata,baja forzada,40,9,2023,2023-09-01
Monte Plata,baja voluntaria,109,9,2023,2023-09-01
San Pedro de Macorís,baja forzada,168,9,2023,2023-09-01
San Pedro de Macorís,baja voluntaria,267,9,2023,2023-09-01
Santo Domingo,baja forzada,601,9,2023,2023-09-01
Santo Domingo,baja voluntaria,2682,9,2023,2023-09-01
Distrito Nacional,baja forzada,227,10,2023,2023-10-01
Distrito Nacional,baja voluntaria,485,10,2023,2023-10-01
El Seibo,baja forzada,59,10,2023,2023-10-01
El Seibo,baja voluntaria,177,10,2023,2023-10-01
La Altagracia,baja forzada,25,10,2023,2023-10-01
La Altagracia,baja voluntaria,301,10,2023,2023-10-01
La Romana,baja forzada,84,10,2023,2023-10-01
La Romana,baja voluntaria,336,10,2023,2023-10-01
Monte Plata,baja forzada,20,10,2023,2023-10-01
Monte Plata,baja voluntaria,140,10,2023,2023-10-01
San Pedro de Macorís,baja forzada,95,10,2023,2023-10-01
San Pedro de Macorís,baja voluntaria,311,10,2023,2023-10-01
Santo Domingo,baja forzada,1066,10,2023,2023-10-01
Santo Domingo,baja voluntaria,2797,10,2023,2023-10-01
Distrito Nacional,baja forzada,161,11,2023,2023-11-01
Distrito Nacional,baja voluntaria,355,11,2023,2023-11-01
El Seibo,baja forzada,58,11,2023,2023-11-01
El Seibo,baja voluntaria,197,11,2023,2023-11-01
La Altagracia,baja forzada,39,11,2023,2023-11-01
La Altagracia,baja voluntaria,289,11,2023,2023-11-01
La Romana,baja forzada,66,11,2023,2023-11-01
La Romana,baja voluntaria,274,11,2023,2023-11-01
Monte Plata,baja forzada,31,11,2023,2023-11-01
Monte Plata,baja voluntaria,119,11,2023,2023-11-01
San Pedro de Macorís,baja forzada,86,11,2023,2023-11-01
San Pedro de Macorís,baja voluntaria,255,11,2023,2023-11-01
Santo Domingo,baja forzada,987,11,2023,2023-11-01
Santo Domingo,baja voluntaria,2489,11,2023,2023-11-01
Distrito Nacional,baja forzada,142,12,2023,2023-12-01
Distrito Nacional,baja voluntaria,367,12,2023,2023-12-01
El Seibo,baja forzada,34,12,2023,2023-12-01
El Seibo,baja voluntaria,137,12,2023,2023-12-01
La Altagracia,baja forzada,27,12,2023,2023-12-01
La Altagracia,baja voluntaria,228,12,2023,2023-12-01
La Romana,baja forzada,111,12,2023,2023-12-01
La Romana,baja voluntaria,244,12,2023,2023-12-01
Monte Plata,baja forzada,33,12,2023,2023-12-01
Monte Plata,baja voluntaria,71,12,2023,2023-12-01
San Pedro de Macorís,baja forzada,79,12,2023,2023-12-01
San Pedro de Macorís,baja voluntaria,247,12,2023,2023-12-01
Santo Domingo,baja forzada,971,12,2023,2023-12-01
Santo Domingo,baja voluntaria,2364,12,2023,2023-12-01
Distrito Nacional,baja forzada,177,1,2024,2024-01-01
Distrito Nacional,baja voluntaria,416,1,2024,2024-01-01
El Seibo,baja forzada,98,1,2024,2024-01-01
El Seibo,baja voluntaria,155,1,2024,2024-01-01
La Altagracia,baja forzada,44,1,2024,2024-01-01
La Altagracia,baja voluntaria,307,1,2024,2024-01-01
La Romana,baja forzada,105,1,2024,2024-01-01
La Romana,baja voluntaria,305,1,2024,2024-01-01
Monte Plata,baja forzada,51,1,2024,2024-01-01
Monte Plata,baja voluntaria,138,1,2024,2024-01-01
San Pedro de Macorís,baja forzada,107,1,2024,2024-01-01
San Pedro de Macorís,baja voluntaria,280,1,2024,2024-01-01
Santo Domingo,baja forzada,853,1,2024,2024-01-01
Santo Domingo,baja voluntaria,2676,1,2024,2024-01-01
Distrito Nacional,baja forzada,200,2,2024,2024-02-01
Distrito Nacional,baja voluntaria,389,2,2024,2024-02-01
El Seibo,baja forzada,72,2,2024,2024-02-01
El Seibo,baja voluntaria,152,2,2024,2024-02-01
La Altagracia,baja forzada,51,2,2024,2024-02-01
La Altagracia,baja voluntaria,252,2,2024,2024-02-01
La Romana,baja forzada,81,2,2024,2024-02-01
La Romana,baja voluntaria,209,2,2024,2024-02-01
Monte Plata,baja forzada,54,2,2024,2024-02-01
Monte Plata,baja voluntaria,122,2,2024,2024-02-01
San Pedro de Macorís,baja forzada,89,2,2024,2024-02-01
San Pedro de Macorís,baja voluntaria,265,2,2024,2024-02-01
Santo Domingo,baja forzada,966,2,2024,2024-02-01
Santo Domingo,baja voluntaria,2546,2,2024,2024-02-01
Distrito Nacional,baja forzada,241,3,2024,2024-03-01
Distrito Nacional,baja voluntaria,388,3,2024,2024-03-01
El Seibo,baja forzada,99,3,2024,2024-03-01
El Seibo,baja voluntaria,142,3,2024,2024-03-01
La Altagracia,baja forzada,27,3,2024,2024-03-01
La Altagracia,baja voluntaria,214,3,2024,2024-03-01
La Romana,baja forzada,90,3,2024,2024-03-01
La Romana,baja voluntaria,201,3,2024,2024-03-01
Monte Plata,baja forzada,54,3,2024,2024-03-01
Monte Plata,baja voluntaria,105,3,2024,2024-03-01
San Pedro de Macorís,baja forzada,96,3,2024,2024-03-01
San Pedro de Macorís,baja voluntaria,254,3,2024,2024-03-01
Santo Domingo,baja forzada,858,3,2024,2024-03-01
Santo Domingo,baja voluntaria,2370,3,2024,2024-03-01
Distrito Nacional,baja forzada,218,4,2024,2024-04-01
Distrito Nacional,baja voluntaria,421,4,2024,2024-04-01
El Seibo,baja forzada,80,4,2024,2024-04-01
El Seibo,baja voluntaria,156,4,2024,2024-04-01
La Altagracia,baja forzada,55,4,2024,2024-04-01
La Altagracia,baja voluntaria,315,4,2024,2024-04-01
La Romana,baja forzada,99,4,2024,2024-04-01
La Romana,baja voluntaria,269,4,2024,2024-04-01
Monte Plata,baja forzada,32,4,2024,2024-04-01
Monte Plata,baja voluntaria,100,4,2024,2024-04-01
San Pedro de Macorís,baja forzada,89,4,2024,2024-04-01
San Pedro de Macorís,baja voluntaria,289,4,2024,2024-04-01
Santo Domingo,baja forzada,1403,4,2024,2024-04-01
Santo Domingo,baja voluntaria,2620,4,2024,2024-04-01
Distrito Nacional,baja forzada,147,5,2024,2024-05-01
Distrito Nacional,baja voluntaria,428,5,2024,2024-05-01
El Seibo,baja forzada,64,5,2024,2024-05-01
El Seibo,baja voluntaria,173,5,2024,2024-05-01
La Altagracia,baja forzada,53,5,2024,2024-05-01
La Altagracia,baja voluntaria,333,5,2024,2024-05-01
La Romana,baja forzada,99,5,2024,2024-05-01
La Romana,baja voluntaria,317,5,2024,2024-05-01
Monte Plata,baja forzada,31,5,2024,2024-05-01
Monte Plata,baja voluntaria,108,5,2024,2024-05-01
San Pedro de Macorís,baja forzada,87,5,2024,2024-05-01
San Pedro de Macorís,baja voluntaria,302,5,2024,2024-05-01
Santo Domingo,baja forzada,5498,5,2024,2024-05-01
Santo Domingo,baja voluntaria,2945,5,2024,2024-05-01
Distrito Nacional,baja forzada,123,6,2024,2024-06-01
Distrito Nacional,baja voluntaria,388,6,2024,2024-06-01
El Seibo,baja forzada,43,6,2024,2024-06-01
El Seibo,baja voluntaria,188,6,2024,2024-06-01
La Altagracia,baja forzada,65,6,2024,2024-06-01
La Altagracia,baja voluntaria,266,6,2024,2024-06-01
La Romana,baja forzada,67,6,2024,2024-06-01
La Romana,baja voluntaria,271,6,2024,2024-06-01
Monte Plata,baja forzada,27,6,2024,2024-06-01
Monte Plata,baja voluntaria,111,6,2024,2024-06-01
San Pedro de Macorís,baja forzada,67,6,2024,2024-06-01
San Pedro de Macorís,baja voluntaria,254,6,2024,2024-06-01
Santo Domingo,baja forzada,1144,6,2024,2024-06-01
Santo Domingo,baja voluntaria,2661,6,2024,2024-06-01
Distrito Nacional,baja forzada,135,7,2024,2024-07-01
Distrito Nacional,baja voluntaria,528,7,2024,2024-07-01
El Seibo,baja forzada,43,7,2024,2024-07-01
El Seibo,baja voluntaria,247,7,2024,2024-07-01
La Altagracia,baja forzada,58,7,2024,2024-07-01
La Altagracia,baja voluntaria,353,7,2024,2024-07-01
La Romana,baja forzada,73,7,2024,2024-07-01
La Romana,baja voluntaria,348,7,2024,2024-07-01
Monte Plata,baja forzada,41,7,2024,2024-07-01
Monte Plata,baja voluntaria,183,7,2024,2024-07-01
San Pedro de Macorís,baja forzada,78,7,2024,2024-07-01
San Pedro de Macorís,baja voluntaria,385,7,2024,2024-07-01
Santo Domingo,baja forzada,1306,7,2024,2024-07-01
Santo Domingo,baja voluntaria,3237,7,2024,2024-07-01
Distrito Nacional,baja forzada,127,8,2024,2024-08-01
Distrito Nacional,baja voluntaria,526,8,2024,2024-08-01
El Seibo,baja forzada,42,8,2024,2024-08-01
El Seibo,baja voluntaria,174,8,2024,2024-08-01
La Altagracia,baja forzada,47,8,2024,2024-08-01
La Altagracia,baja voluntaria,345,8,2024,2024-08-01
La Romana,baja forzada,70,8,2024,2024-08-01
La Romana,baja voluntaria,350,8,2024,2024-08-01
Monte Plata,baja forzada,21,8,2024,2024-08-01
Monte Plata,baja voluntaria,165,8,2024,2024-08-01
San Pedro de Macorís,baja forzada,54,8,2024,2024-08-01
San Pedro de Macorís,baja voluntaria,317,8,2024,2024-08-01
Santo Domingo,baja forzada,1236,8,2024,2024-08-01
Santo Domingo,baja voluntaria,3314,8,2024,2024-08-01
Distrito Nacional,baja forzada,268,9,2024,2024-09-01
Distrito Nacional,baja voluntaria,456,9,2024,2024-09-01
El Seibo,baja forzada,39,9,2024,2024-09-01
El Seibo,baja voluntaria,171,9,2024,2024-09-01
La Altagracia,baja forzada,57,9,2024,2024-09-01
La Altagracia,baja voluntaria,333,9,2024,2024-09-01
La Romana,baja forzada,78,9,2024,2024-09-01
La Romana,baja voluntaria,318,9,2024,2024-09-01
Monte Plata,baja forzada,35,9,2024,2024-09-01
Monte Plata,baja voluntaria,153,9,2024,2024-09-01
San Pedro de Macorís,baja forzada,79,9,2024,2024-09-01
San Pedro de Macorís,baja voluntaria,315,9,2024,2024-09-01
Santo Domingo,baja forzada,1072,9,2024,2024-09-01
Santo Domingo,baja voluntaria,2917,9,2024,2024-09-01
Distrito Nacional,baja forzada,160,10,2024,2024-10-01
Distrito Nacional,baja voluntaria,457,10,2024,2024-10-01
El Seibo,baja forzada,35,10,2024,2024-10-01
El Seibo,baja voluntaria,189,10,2024,2024-10-01
La Altagracia,baja forzada,71,10,2024,2024-10-01
La Altagracia,baja voluntaria,362,10,2024,2024-10-01
La Romana,baja forzada,71,10,2024,2024-10-01
La Romana,baja voluntaria,310,10,2024,2024-10-01
Monte Plata,baja forzada,22,10,2024,2024-10-01
Monte Plata,baja voluntaria,124,10,2024,2024-10-01
San Pedro de Macorís,baja forzada,83,10,2024,2024-10-01
San Pedro de Macorís,baja voluntaria,279,10,2024,2024-10-01
Santo Domingo,baja forzada,1159,10,2024,2024-10-01
Santo Domingo,baja voluntaria,3113,10,2024,2024-10-01
Distrito Nacional,baja forzada,256,11,2024,2024-11-01
Distrito Nacional,baja voluntaria,403,11,2024,2024-11-01
El Seibo,baja forzada,61,11,2024,2024-11-01
El Seibo,baja voluntaria,176,11,2024,2024-11-01
La Altagracia,baja forzada,48,11,2024,2024-11-01
La Altagracia,baja voluntaria,276,11,2024,2024-11-01
La Romana,baja forzada,74,11,2024,2024-11-01
La Romana,baja voluntaria,257,11,2024,2024-11-01
Monte Plata,baja forzada,21,11,2024,2024-11-01
Monte Plata,baja voluntaria,129,11,2024,2024-11-01
San Pedro de Macorís,baja forzada,65,11,2024,2024-11-01
San Pedro de Macorís,baja voluntaria,270,11,2024,2024-11-01
Santo Domingo,baja forzada,1155,11,2024,2024-11-01
Santo Domingo,baja voluntaria,2815,11,2024,2024-11-01
Distrito Nacional,baja forzada,200,12,2024,2024-12-01
Distrito Nacional,baja voluntaria,344,12,2024,2024-12-01
El Seibo,baja forzada,60,12,2024,2024-12-01
El Seibo,baja voluntaria,145,12,2024,2024-12-01
La Altagracia,baja forzada,43,12,2024,2024-12-01
La Altagracia,baja voluntaria,291,12,2024,2024-12-01
La Romana,baja forzada,62,12,2024,2024-12-01
La Romana,baja voluntaria,314,12,2024,2024-12-01
Monte Plata,baja forzada,26,12,2024,2024-12-01
Monte Plata,baja voluntaria,114,12,2024,2024-12-01
San Pedro de Macorís,baja forzada,62,12,2024,2024-12-01
San Pedro de Macorís,baja voluntaria,261,12,2024,2024-12-01
Santo Domingo,baja forzada,1034,12,2024,2024-12-01
Santo Domingo,baja voluntaria,2564,12,2024,2024-12-01
Distrito Nacional,baja forzada,243,1,2025,2025-01-01
Distrito Nacional,baja voluntaria,404,1,2025,2025-01-01
El Seibo,baja forzada,146,1,2025,2025-01-01
El Seibo,baja voluntaria,197,1,2025,2025-01-01
La Altagracia,baja forzada,26,1,2025,2025-01-01
La Altagracia,baja voluntaria,314,1,2025,2025-01-01
La Romana,baja forzada,64,1,2025,2025-01-01
La Romana,baja voluntaria,308,1,2025,2025-01-01
Monte Plata,baja forzada,23,1,2025,2025-01-01
Monte Plata,baja voluntaria,148,1,2025,2025-01-01
San Pedro de Macorís,baja forzada,51,1,2025,2025-01-01
San Pedro de Macorís,baja voluntaria,295,1,2025,2025-01-01
Santo Domingo,baja forzada,814,1,2025,2025-01-01
Santo Domingo,baja voluntaria,2833,1,2025,2025-01-01
Distrito Nacional,baja forzada,243,2,2025,2025-02-01
Distrito Nacional,baja voluntaria,404,2,2025,2025-02-01
El Seibo,baja forzada,146,2,2025,2025-02-01
El Seibo,baja voluntaria,197,2,2025,2025-02-01
La Altagracia,baja forzada,26,2,2025,2025-02-01
La Altagracia,baja voluntaria,314,2,2025,2025-02-01
La Romana,baja forzada,64,2,2025,2025-02-01
La Romana,baja voluntaria,308,2,2025,2025-02-01
Monte Plata,baja forzada,23,2,2025,2025-02-01
Monte Plata,baja voluntaria,148,2,2025,2025-02-01
San Pedro de Macorís,baja forzada,51,2,2025,2025-02-01
San Pedro de Macorís,baja voluntaria,295,2,2025,2025-02-01
Santo Domingo,baja forzada,814,2,2025,2025-02-01
Santo Domingo,baja voluntaria,2833,2,2025,2025-02-01
Distrito Nacional,baja forzada,580,3,2025,2025-03-01
Distrito Nacional,baja voluntaria,478,3,2025,2025-03-01
El Seibo,baja forzada,128,3,2025,2025-03-01
El Seibo,baja voluntaria,199,3,2025,2025-03-01
La Altagracia,baja forzada,33,3,2025,2025-03-01
La Altagracia,baja voluntaria,363,3,2025,2025-03-01
La Romana,baja forzada,148,3,2025,2025-03-01
La Romana,baja voluntaria,317,3,2025,2025-03-01
Monte Plata,baja forzada,141,3,2025,2025-03-01
Monte Plata,baja voluntaria,153,3,2025,2025-03-01
San Pedro de Macorís,baja forzada,86,3,2025,2025-03-01
San Pedro de Macorís,baja voluntaria,287,3,2025,2025-03-01
Santo Domingo,baja forzada,2279,3,2025,2025-03-01
Santo Domingo,baja voluntaria,2972,3,2025,2025-03-01
Distrito Nacional,baja forzada,544,4,2025,2025-04-01
Distrito Nacional,baja voluntaria,392,4,2025,2025-04-01
El Seibo,baja forzada,119,4,2025,2025-04-01
El Seibo,baja voluntaria,173,4,2025,2025-04-01
La Altagracia,baja forzada,30,4,2025,2025-04-01
La Altagracia,baja voluntaria,315,4,2025,2025-04-01
La Romana,baja forzada,132,4,2025,2025-04-01
La Romana,baja voluntaria,302,4,2025,2025-04-01
Monte Plata,baja forzada,81,4,2025,2025-04-01
Monte Plata,baja voluntaria,137,4,2025,2025-04-01
San Pedro de Macorís,baja forzada,111,4,2025,2025-04-01
San Pedro de Macorís,baja voluntaria,312,4,2025,2025-04-01
Santo Domingo,baja forzada,2378,4,2025,2025-04-01
Santo Domingo,baja voluntaria,2627,4,2025,2025-04-01
Distrito Nacional,baja forzada,617,5,2025,2025-05-01
Distrito Nacional,baja voluntaria,405,5,2025,2025-05-01
El Seibo,baja forzada,125,5,2025,2025-05-01
El Seibo,baja voluntaria,192,5,2025,2025-05-01
La Altagracia,baja forzada,39,5,2025,2025-05-01
La Altagracia,baja voluntaria,329,5,2025,2025-05-01
La Romana,baja forzada,67,5,2025,2025-05-01
La Romana,baja voluntaria,279,5,2025,2025-05-01
Monte Plata,baja forzada,167,5,2025,2025-05-01
Monte Plata,baja voluntaria,126,5,2025,2025-05-01
San Pedro de Macorís,baja forzada,182,5,2025,2025-05-01
San Pedro de Macorís,baja voluntaria,276,5,2025,2025-05-01
Santo Domingo,baja forzada,2367,5,2025,2025-05-01
Santo Domingo,baja voluntaria,2641,5,2025,2025-05-01
Distrito Nacional,baja forzada,503,6,2025,2025-06-01
Distrito Nacional,baja voluntaria,431,6,2025,2025-06-01
El Seibo,baja forzada,212,6,2025,2025-06-01
El Seibo,baja voluntaria,176,6,2025,2025-06-01
La Altagracia,baja forzada,53,6,2025,2025-06-01
La Altagracia,baja voluntaria,302,6,2025,2025-06-01
La Romana,baja forzada,91,6,2025,2025-06-01
La Romana,baja voluntaria,313,6,2025,2025-06-01
Monte Plata,baja forzada,177,6,2025,2025-06-01
Monte Plata,baja voluntaria,127,6,2025,2025-06-01
San Pedro de Macorís,baja forzada,184,6,2025,2025-06-01
San Pedro de Macorís,baja voluntaria,315,6,2025,2025-06-01
Santo Domingo,baja forzada,2471,6,2025,2025-06-01
Santo Domingo,baja voluntaria,2634,6,2025,2025-06-01
Distrito Nacional,baja forzada,537,7,2025,2025-07-01
Distrito Nacional,baja voluntaria,428,7,2025,2025-07-01
El Seibo,baja forzada,136,7,2025,2025-07-01
El Seibo,baja voluntaria,221,7,2025,2025-07-01
La Altagracia,baja forzada,38,7,2025,2025-07-01
La Altagracia,baja voluntaria,366,7,2025,2025-07-01
La Romana,baja forzada,132,7,2025,2025-07-01
La Romana,baja voluntaria,332,7,2025,2025-07-01
Monte Plata,baja forzada,240,7,2025,2025-07-01
Monte Plata,baja voluntaria,143,7,2025,2025-07-01
San Pedro de Macorís,baja forzada,176,7,2025,2025-07-01
San Pedro de Macorís,baja voluntaria,300,7,2025,2025-07-01
Santo Domingo,baja forzada,2243,7,2025,2025-07-01
Santo Domingo,baja voluntaria,3013,7,2025,2025-07-01
Distrito Nacional,baja forzada,433,8,2025,2025-08-01
Distrito Nacional,baja voluntaria,451,8,2025,2025-08-01
El Seibo,baja forzada,111,8,2025,2025-08-01
El Seibo,baja voluntaria,208,8,2025,2025-08-01
La Altagracia,baja forzada,41,8,2025,2025-08-01
La Altagracia,baja voluntaria,324,8,2025,2025-08-01
La Romana,baja forzada,99,8,2025,2025-08-01
La Romana,baja voluntaria,289,8,2025,2025-08-01
Monte Plata,baja forzada,157,8,2025,2025-08-01
Monte Plata,baja voluntaria,149,8,2025,2025-08-01
San Pedro de Macorís,baja forzada,177,8,2025,2025-08-01
San Pedro de Macorís,baja voluntaria,304,8,2025,2025-08-01
Santo Domingo,baja forzada,2324,8,2025,2025-08-01
Santo Domingo,baja voluntaria,2745,8,2025,2025-08-01
Distrito Nacional,baja forzada,356,9,2025,2025-09-01
Distrito Nacional,baja voluntaria,434,9,2025,2025-09-01
El Seibo,baja forzada,86,9,2025,2025-09-01
El Seibo,baja voluntaria,215,9,2025,2025-09-01
La Altagracia,baja forzada,53,9,2025,2025-09-01
La Altagracia,baja voluntaria,364,9,2025,2025-09-01
La Romana,baja forzada,71,9,2025,2025-09-01
La Romana,baja voluntaria,285,9,2025,2025-09-01
Monte Plata,baja forzada,42,9,2025,2025-09-01
Monte Plata,baja voluntaria,138,9,2025,2025-09-01
San Pedro de Macorís,baja forzada,210,9,2025,2025-09-01
San Pedro de Macorís,baja voluntaria,274,9,2025,2025-09-01
Santo Domingo,baja forzada,1347,9,2025,2025-09-01
Santo Domingo,baja voluntaria,2745,9,2025,2025-09-01
Distrito Nacional,baja forzada,160,10,2025,2025-10-01
Distrito Nacional,baja voluntaria,457,10,2025,2025-10-01
El Seibo,baja forzada,35,10,2025,2025-10-01
El Seibo,baja voluntaria,189,10,2025,2025-10-01
La Altagracia,baja forzada,71,10,2025,2025-10-01
La Altagracia,baja voluntaria,362,10,2025,2025-10-01
La Romana,baja forzada,71,10,2025,2025-10-01
La Romana,baja voluntaria,310,10,2025,2025-10-01
Monte Plata,baja forzada,22,10,2025,2025-10-01
Monte Plata,baja voluntaria,124,10,2025,2025-10-01
San Pedro de Macorís,baja forzada,83,10,2025,2025-10-01
San Pedro de Macorís,baja voluntaria,279,10,2025,2025-10-01
Santo Domingo,baja forzada,1159,10,2025,2025-10-01
Santo Domingo,baja voluntaria,3113,10,2025,2025-10-01
Distrito Nacional,baja forzada,197,11,2025,2025-11-01
Distrito Nacional,baja voluntaria,372,11,2025,2025-11-01
El Seibo,baja forzada,30,11,2025,2025-11-01
El Seibo,baja voluntaria,170,11,2025,2025-11-01
La Altagracia,baja forzada,62,11,2025,2025-11-01
La Altagracia,baja voluntaria,283,11,2025,2025-11-01
La Romana,baja forzada,60,11,2025,2025-11-01
La Romana,baja voluntaria,276,11,2025,2025-11-01
Monte Plata,baja forzada,41,11,2025,2025-11-01
Monte Plata,baja voluntaria,129,11,2025,2025-11-01
San Pedro de Macorís,baja forzada,132,11,2025,2025-11-01
San Pedro de Macorís,baja voluntaria,238,11,2025,2025-11-01
Santo Domingo,baja forzada,1246,11,2025,2025-11-01
Santo Domingo,baja voluntaria,2460,11,2025,2025-11-01
Distrito Nacional,baja forzada,166,12,2025,2025-12-01
Distrito Nacional,baja voluntaria,418,12,2025,2025-12-01
El Seibo,baja forzada,87,12,2025,2025-12-01
El Seibo,baja voluntaria,160,12,2025,2025-12-01
La Altagracia,baja forzada,50,12,2025,2025-12-01
La Altagracia,baja voluntaria,301,12,2025,2025-12-01
La Romana,baja forzada,66,12,2025,2025-12-01
La Romana,baja voluntaria,318,12,2025,2025-12-01
Monte Plata,baja forzada,49,12,2025,2025-12-01
Monte Plata,baja voluntaria,134,12,2025,2025-12-01
San Pedro de Macorís,baja forzada,90,12,2025,2025-12-01
San Pedro de Macorís,baja voluntaria,286,12,2025,2025-12-01
Santo Domingo,baja forzada,1245,12,2025,2025-12-01
Santo Domingo,baja voluntaria,2682,12,2025,2025-12-01
